mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_data_prep__category_pipe__data_missing__strategy,param_data_prep__category_pipe__features_select,param_data_prep__numeric_pipe__data_missing__strategy,param_data_prep__numeric_pipe__features_select,param_model,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall
0.40432124137878417,0.0517574324881115,0.1699498176574707,0.049768430514581685,most_frequent,passthrough,knn,passthrough,RandomForestClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'most_frequent', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'knn', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': RandomForestClassifier()}",1.0,1.0,1.0,0.9821428571428571,1.0,0.9964285714285716,0.007142857142857162,1,1.0,1.0,1.0,0.9767441860465117,1.0,0.9953488372093023,0.009302325581395321,1,1.0,1.0,1.0,0.9545454545454546,1.0,0.990909090909091,0.018181818181818167,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.11888365745544434,0.026931908330932213,0.0,0.0,constant,passthrough,median,passthrough,SGDClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': SGDClassifier()}",,,,,,,,25,,,,,,,,25,,,,,,,,25,,,,,,,,45
0.14700841903686523,0.03862393795157005,0.0,0.0,constant,passthrough,median,passthrough,LogisticRegression(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': LogisticRegression()}",,,,,,,,46,,,,,,,,46,,,,,,,,46,,,,,,,,44
0.16575975418090821,0.0738377742259403,0.0,0.0,constant,passthrough,median,passthrough,LinearSVC(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': LinearSVC()}",,,,,,,,45,,,,,,,,45,,,,,,,,45,,,,,,,,43
0.14840221405029297,0.028502623548297957,0.0,0.0,constant,passthrough,median,passthrough,SVC(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': SVC()}",,,,,,,,44,,,,,,,,44,,,,,,,,44,,,,,,,,42
0.15797824859619142,0.016600226953949436,0.0,0.0,constant,passthrough,median,passthrough,DecisionTreeClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': DecisionTreeClassifier()}",,,,,,,,43,,,,,,,,43,,,,,,,,43,,,,,,,,41
0.14381585121154786,0.01878010787465546,0.0,0.0,constant,passthrough,median,passthrough,RandomForestClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': RandomForestClassifier()}",,,,,,,,42,,,,,,,,42,,,,,,,,42,,,,,,,,40
0.12885618209838867,0.011482405847461798,0.0,0.0,constant,passthrough,mean,passthrough,SGDClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'mean', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': SGDClassifier()}",,,,,,,,41,,,,,,,,41,,,,,,,,41,,,,,,,,39
0.14002609252929688,0.01943763727913878,0.0,0.0,constant,passthrough,mean,passthrough,LogisticRegression(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'mean', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': LogisticRegression()}",,,,,,,,40,,,,,,,,40,,,,,,,,40,,,,,,,,38
0.14202170372009276,0.023933289001630425,0.0,0.0,constant,passthrough,mean,passthrough,LinearSVC(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'mean', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': LinearSVC()}",,,,,,,,39,,,,,,,,39,,,,,,,,39,,,,,,,,37
0.12785921096801758,0.01225394680309692,0.0,0.0,constant,passthrough,mean,passthrough,SVC(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'mean', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': SVC()}",,,,,,,,38,,,,,,,,38,,,,,,,,38,,,,,,,,47
0.12865910530090333,0.011965303633817106,0.0,0.0,constant,passthrough,mean,passthrough,DecisionTreeClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'mean', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': DecisionTreeClassifier()}",,,,,,,,37,,,,,,,,37,,,,,,,,37,,,,,,,,36
0.12705984115600585,0.014420639239417948,0.0,0.0,constant,passthrough,mean,passthrough,RandomForestClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'mean', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': RandomForestClassifier()}",,,,,,,,36,,,,,,,,36,,,,,,,,36,,,,,,,,35
0.7797209739685058,0.0387388194626198,0.0,0.0,constant,passthrough,iterative,passthrough,SGDClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'iterative', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': SGDClassifier()}",,,,,,,,35,,,,,,,,35,,,,,,,,35,,,,,,,,34
0.7721401214599609,0.03418681376783628,0.0,0.0,constant,passthrough,iterative,passthrough,LogisticRegression(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'iterative', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': LogisticRegression()}",,,,,,,,34,,,,,,,,34,,,,,,,,34,,,,,,,,33
0.78770432472229,0.044572508144339475,0.0,0.0,constant,passthrough,iterative,passthrough,LinearSVC(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'iterative', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': LinearSVC()}",,,,,,,,33,,,,,,,,33,,,,,,,,33,,,,,,,,32
0.9019928932189941,0.07143446237158091,0.0,0.0,constant,passthrough,iterative,passthrough,SVC(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'iterative', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': SVC()}",,,,,,,,32,,,,,,,,32,,,,,,,,32,,,,,,,,31
1.0719394207000732,0.07455875019442061,0.0,0.0,constant,passthrough,iterative,passthrough,DecisionTreeClassifier(),"{'data_prep__category_pipe__data_missing__strategy': 'constant', 'data_prep__category_pipe__features_select': 'passthrough', 'data_prep__numeric_pipe__data_missing__strategy': 'iterative', 'data_prep__numeric_pipe__features_select': 'passthrough', 'model': DecisionTreeClassifier()}",,,,,,,,31,,,,,,,,31,,,,,,,,31,,,,,,,,30
