mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_data_prep__category_pipe__features_select__k_out_features,param_data_prep__category_pipe__features_select__strategy,param_data_prep__numeric_pipe__data_missing__strategy,param_data_prep__numeric_pipe__features_select__k_out_features,param_data_prep__numeric_pipe__features_select__strategy,param_model,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_sensitivity,split1_test_sensitivity,split2_test_sensitivity,split3_test_sensitivity,split4_test_sensitivity,mean_test_sensitivity,std_test_sensitivity,rank_test_sensitivity,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0.16396737098693848,0.021383100010905334,0.1394101619720459,0.012109540322898725,1,filter_cat,median,1,filter_num,LogisticRegression(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': LogisticRegression()}",0.8928571428571429,0.9285714285714286,0.9642857142857143,0.875,0.8571428571428571,0.9035714285714287,0.03846546290810362,1516,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8285714285714286,0.8857142857142857,0.9428571428571428,0.8,0.7714285714285715,0.8457142857142858,0.06154474065296573,1519,0.7777777777777778,0.84,0.9130434782608695,0.75,0.7241379310344828,0.800991837414626,0.06800410272660486,1520,0.8750000000000001,0.9130434782608696,0.9545454545454545,0.8571428571428571,0.8400000000000001,0.8879463579898363,0.041184031376356636,1515,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9,0.8857142857142858,0.9228571428571429,0.030772370326482855,1505
0.16434125900268554,0.015622574610231263,0.15059404373168944,0.014553052477869725,1,filter_cat,median,1,filter_num,SVC(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': SVC()}",0.8928571428571429,0.9285714285714286,0.9642857142857143,0.875,0.8571428571428571,0.9035714285714287,0.03846546290810362,1516,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8285714285714286,0.8857142857142857,0.9428571428571428,0.8,0.7714285714285715,0.8457142857142858,0.06154474065296573,1519,0.7777777777777778,0.84,0.9130434782608695,0.75,0.7241379310344828,0.800991837414626,0.06800410272660486,1520,0.8750000000000001,0.9130434782608696,0.9545454545454545,0.8571428571428571,0.8400000000000001,0.8879463579898363,0.041184031376356636,1515,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9,0.8857142857142858,0.9228571428571429,0.030772370326482855,1505
0.17381386756896972,0.010286166918838506,0.13252134323120118,0.022571600519212837,1,filter_cat,median,1,filter_num,DecisionTreeClassifier(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': DecisionTreeClassifier()}",0.9464285714285714,0.9107142857142857,0.9464285714285714,0.9642857142857143,0.9464285714285714,0.9428571428571428,0.017496355305594135,1312,0.9047619047619048,0.8571428571428571,0.9047619047619048,0.9047619047619048,0.9523809523809523,0.9047619047619048,0.030116930096841705,1560,0.9714285714285714,0.9428571428571428,0.9714285714285714,1.0,0.9428571428571428,0.9657142857142856,0.02138089935299396,827,0.95,0.9,0.95,1.0,0.9090909090909091,0.9418181818181818,0.03560573823193843,1059,0.9268292682926829,0.8780487804878048,0.9268292682926829,0.9500000000000001,0.9302325581395349,0.9223879750425411,0.023788130449647556,1377,0.938095238095238,0.9,0.938095238095238,0.9523809523809523,0.9476190476190476,0.9352380952380953,0.018467351837776463,1461
0.44733729362487795,0.0292043789728659,0.17930989265441893,0.02427633858441876,1,filter_cat,median,1,filter_num,RandomForestClassifier(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': RandomForestClassifier()}",0.9642857142857143,0.9285714285714286,0.9642857142857143,0.9821428571428571,0.9642857142857143,0.9607142857142857,0.017496355305594107,1125,0.9523809523809523,0.9047619047619048,0.9523809523809523,0.9523809523809523,1.0,0.9523809523809523,0.030116930096841705,1452,0.9714285714285714,0.9428571428571428,0.9714285714285714,1.0,0.9428571428571428,0.9657142857142856,0.02138089935299396,827,0.9523809523809523,0.9047619047619048,0.9523809523809523,1.0,0.9130434782608695,0.9445134575569357,0.03397969066489216,1045,0.9523809523809523,0.9047619047619048,0.9523809523809523,0.975609756097561,0.9545454545454545,0.9479358040333649,0.023293945001693857,1152,0.9619047619047619,0.9238095238095237,0.9619047619047619,0.9761904761904762,0.9714285714285714,0.959047619047619,0.01846735183777651,1186
0.1672976493835449,0.01969105323659556,0.13812713623046874,0.011789429462501014,1,filter_cat,median,1,filter_num,KNeighborsClassifier(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': KNeighborsClassifier()}",0.9821428571428571,0.9285714285714286,0.9642857142857143,0.9821428571428571,0.9642857142857143,0.9642857142857142,0.01956151991089876,1088,1.0,0.9047619047619048,0.9523809523809523,0.9523809523809523,1.0,0.9619047619047618,0.03563483225498992,1321,0.9714285714285714,0.9428571428571428,0.9714285714285714,1.0,0.9428571428571428,0.9657142857142856,0.02138089935299396,827,0.9545454545454546,0.9047619047619048,0.9523809523809523,1.0,0.9130434782608695,0.9449463579898362,0.03409077107739423,1035,0.9767441860465117,0.9047619047619048,0.9523809523809523,0.975609756097561,0.9545454545454545,0.9528084507664769,0.026094020265817603,1107,0.9857142857142857,0.9238095238095237,0.9619047619047619,0.9761904761904762,0.9714285714285714,0.9638095238095238,0.021423279769908564,1112
1.0968027114868164,0.119065864111152,0.12705392837524415,0.007027454385448365,1,filter_cat,median,1,filter_num,"MLPClassifier(alpha=1, max_iter=1000)","{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': MLPClassifier(alpha=1, max_iter=1000)}",0.8928571428571429,0.9107142857142857,0.9642857142857143,0.875,0.8571428571428571,0.9,0.03677010764638216,1519,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8285714285714286,0.8571428571428571,0.9428571428571428,0.8,0.7714285714285715,0.8400000000000001,0.0588321722342114,1523,0.7777777777777778,0.8076923076923077,0.9130434782608695,0.75,0.7241379310344828,0.7945302989530876,0.06547868675448304,1524,0.8750000000000001,0.8936170212765957,0.9545454545454545,0.8571428571428571,0.8400000000000001,0.8840610665929816,0.03951565697812542,1520,0.9142857142857143,0.9285714285714286,0.9714285714285714,0.9,0.8857142857142858,0.9200000000000002,0.029416086117105694,1514
0.17894539833068848,0.015480037968166544,0.11777186393737793,0.005168424207818839,1,filter_cat,median,1,filter_num,XGBClassifier(random_state=42),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': XGBClassifier(random_state=42)}",0.9821428571428571,0.9285714285714286,0.9642857142857143,0.9821428571428571,0.9642857142857143,0.9642857142857142,0.01956151991089876,1088,1.0,0.9047619047619048,0.9523809523809523,0.9523809523809523,1.0,0.9619047619047618,0.03563483225498992,1321,0.9714285714285714,0.9428571428571428,0.9714285714285714,1.0,0.9428571428571428,0.9657142857142856,0.02138089935299396,827,0.9545454545454546,0.9047619047619048,0.9523809523809523,1.0,0.9130434782608695,0.9449463579898362,0.03409077107739423,1035,0.9767441860465117,0.9047619047619048,0.9523809523809523,0.975609756097561,0.9545454545454545,0.9528084507664769,0.026094020265817603,1107,0.9857142857142857,0.9238095238095237,0.9619047619047619,0.9761904761904762,0.9714285714285714,0.9638095238095238,0.021423279769908564,1112
0.35341806411743165,0.04031247945180606,0.1492786407470703,0.029490921900833796,1,filter_cat,median,1,filter_num,ExtraTreesClassifier(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'filter_num', 'model': ExtraTreesClassifier()}",0.9464285714285714,0.9107142857142857,0.9464285714285714,0.9642857142857143,0.9464285714285714,0.9428571428571428,0.017496355305594135,1312,0.9047619047619048,0.8571428571428571,0.9047619047619048,0.9047619047619048,0.9523809523809523,0.9047619047619048,0.030116930096841705,1560,0.9714285714285714,0.9428571428571428,0.9714285714285714,1.0,0.9428571428571428,0.9657142857142856,0.02138089935299396,827,0.95,0.9,0.95,1.0,0.9090909090909091,0.9418181818181818,0.03560573823193843,1059,0.9268292682926829,0.8780487804878048,0.9268292682926829,0.9500000000000001,0.9302325581395349,0.9223879750425411,0.023788130449647556,1377,0.938095238095238,0.9,0.938095238095238,0.9523809523809523,0.9476190476190476,0.9352380952380953,0.018467351837776463,1461
0.8416889190673829,0.1430978441960219,0.11267685890197754,0.015064273336493999,1,filter_cat,median,1,wrapper_RFE,LogisticRegression(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'wrapper_RFE', 'model': LogisticRegression()}",0.7321428571428571,0.8214285714285714,0.8571428571428571,0.8035714285714286,0.75,0.7928571428571429,0.04601463830973259,1561,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.5714285714285714,0.7142857142857143,0.7714285714285715,0.6857142857142857,0.6,0.6685714285714286,0.07362342129557217,1562,0.5833333333333334,0.6774193548387096,0.7241379310344828,0.65625,0.6,0.6482281238413051,0.051412183491231875,1561,0.7368421052631579,0.8076923076923077,0.8400000000000001,0.7924528301886793,0.7499999999999999,0.7853974486288291,0.03778591934741208,1561,0.7857142857142857,0.8571428571428572,0.8857142857142858,0.8428571428571429,0.8,0.8342857142857143,0.0368117106477861,1561
0.8562631607055664,0.13216330528029466,0.11677265167236328,0.017162596507525767,1,filter_cat,median,1,wrapper_RFE,SVC(),"{'data_prep__category_pipe__features_select__k_out_features': 1, 'data_prep__category_pipe__features_select__strategy': 'filter_cat', 'data_prep__numeric_pipe__data_missing__strategy': 'median', 'data_prep__numeric_pipe__features_select__k_out_features': 1, 'data_prep__numeric_pipe__features_select__strategy': 'wrapper_RFE', 'model': SVC()}",0.7321428571428571,0.8214285714285714,0.8571428571428571,0.7857142857142857,0.75,0.7892857142857143,0.04573660169594891,1562,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.5714285714285714,0.7142857142857143,0.7714285714285715,0.6571428571428571,0.6,0.6628571428571428,0.07317856271351829,1564,0.5833333333333334,0.6774193548387096,0.7241379310344828,0.6363636363636364,0.6,0.6442508511140324,0.05140697448974655,1562,0.7368421052631579,0.8076923076923077,0.8400000000000001,0.7777777777777778,0.7499999999999999,0.7824624381466487,0.03769373435178954,1562,0.7857142857142857,0.8571428571428572,0.8857142857142858,0.8285714285714285,0.8,0.8314285714285713,0.036589281356759165,1562
